duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_p,resp_p,proto,service,conn_state,label,detailed_label
0.6401024439718548,75.18830241634633,114.0451194946136,3,2,14269,23,udp,ssh,RSTR,Malicious,C&C
1.2829006641887424,851.8682243461251,458.66735339554856,38,3,33604,23,udp,dns,RSTR,Benign,None
5.419192032903214,26556.593486331596,3382.076948319812,20,58,58703,2323,icmp,dns,S0,Benign,None
0.004913006922239073,1138.486632222867,71.11317641616252,60,2,55908,23,icmp,ssl,RSTO,Malicious,DDoS
0.03201517219559482,139.09924769305817,0.0,1,0,28146,443,udp,ssh,S0,Malicious,Mirai
0.11444897561243589,124.6523539697533,0.0,2,0,1441,53,udp,-,S0,Malicious,Mirai
1.9827983528664406,1575.005293084206,7129.320455295613,4,30,45449,22,udp,-,S0,Benign,None
0.00532079354152605,1327.7664895788425,44.0842861116417,33,4,45835,80,icmp,http,REJ,Malicious,DDoS
2.371897034469669,107.12826544479181,3842.90982707191,2,1,40978,80,tcp,ssh,SF,Malicious,C&C
0.1914512210969505,1516.5091374856743,2452.309269156412,9,23,6510,22,tcp,http,REJ,Benign,None
0.47836268134163873,6725.533793908337,5469.127316135024,9,14,45285,2323,tcp,ssl,REJ,Benign,None
0.02224669958786318,1204.4350557499067,38.23872522010929,47,2,29319,22,udp,http,S0,Malicious,DDoS
0.013998992301163417,1128.1555778747563,47.86552848288153,70,3,39093,2323,tcp,http,RSTR,Malicious,DDoS
1.4630186456163983,628.7584808080976,21.869492527886187,5,3,26494,80,icmp,dhcp,REJ,Malicious,PartOfAHorizontalPortScan
2.555985904524187,63.62880411768894,141.84719352633866,1,4,3129,23,tcp,ssl,SH,Malicious,C&C
0.25855228405556024,146.6385842158894,0.0,3,0,14867,80,tcp,-,S0,Malicious,Mirai
0.09876741730080221,155.70350649299309,0.0,2,0,4354,2323,tcp,dhcp,S0,Malicious,Mirai
0.22579114592377578,408.61393756063916,1426.893106576116,3,60,41275,443,udp,dhcp,RSTO,Benign,None
8.567731151105077,1543.4199435634466,49724.65963859469,20,7,36571,22,tcp,http,RSTO,Benign,None
5.983477050066872,2302.988753807779,27309.446259224394,15,11,24817,53,icmp,-,SH,Benign,None
3.3272954459921724,197.7226855442784,22715.631100852534,7,43,41058,2323,icmp,http,SH,Benign,None
3.352234878499846,4995.202960220252,4763.2606425210115,6,3,39789,80,icmp,dhcp,RSTO,Benign,None
0.14146902643402648,149.96728066711805,0.0,2,0,44149,53,udp,http,S0,Malicious,Mirai
0.008231145809801471,1157.3967661435581,47.51035851520926,56,4,40788,8080,tcp,dhcp,RSTO,Malicious,DDoS
19.677155521719612,392.1211903059192,742.9126420855546,6,1,11233,23,icmp,dhcp,RSTO,Malicious,C&C
0.09730904753530854,152.32821960241515,0.0,3,0,44112,22,icmp,ssl,S0,Malicious,Mirai
1.4936772717569788,217.90636429578552,143.63929365893503,1,2,37610,53,tcp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.2989201321350331,364.5807616259563,6195.075073457795,16,10,37058,53,icmp,http,REJ,Benign,None
0.20863606358782652,87.33422121519928,67.16331345581655,3,1,19801,8080,tcp,dns,REJ,Malicious,PartOfAHorizontalPortScan
0.20052865050007712,248.28790763166725,495.038269932837,5,1,63088,53,udp,-,REJ,Malicious,PartOfAHorizontalPortScan
1.926003668117104,586.0914393857383,111.25278068296427,18,5,19054,2323,icmp,dhcp,SH,Benign,None
2.1859142277472876,62.10044277120254,118.30317068566204,2,3,2086,80,tcp,dns,S0,Malicious,C&C
1.32775335343397,104.60760337966083,17.980727302227642,6,1,59537,2323,udp,dhcp,RSTO,Malicious,PartOfAHorizontalPortScan
0.6824233336465612,61.829571089545475,37.233178875959254,5,7,11191,53,udp,http,RSTO,Malicious,PartOfAHorizontalPortScan
0.010734300462488687,140.83780194337248,0.0,4,0,12637,53,tcp,http,S0,Malicious,Mirai
1.4868247002254054,586.402884610235,4472.4213888414515,8,10,15067,53,udp,http,REJ,Benign,None
0.9369976639324376,59.88561571432188,251.71981145465278,4,7,47538,22,udp,http,SH,Malicious,PartOfAHorizontalPortScan
2.7707227503491527,749.6542913810084,29.150077227790092,3,3,46399,8080,udp,dhcp,RSTO,Malicious,PartOfAHorizontalPortScan
3.8027362406453893,60.08038255699584,127.92556802686822,3,2,64100,80,icmp,ssl,RSTR,Malicious,C&C
2.145216508519874,317.42802338579025,175.86722103714203,3,3,6975,22,icmp,dhcp,REJ,Malicious,C&C
3.21425248200826,5324.819509508518,1535.1009719548565,12,24,60989,23,tcp,-,SH,Benign,None
11.496325316592952,40.80789677346528,301.24514454127876,9,7,3216,80,tcp,dns,SH,Malicious,PartOfAHorizontalPortScan
3.913711031816166,30.58406870071129,22.93463408833652,2,4,57843,2323,udp,-,REJ,Malicious,PartOfAHorizontalPortScan
0.6071640830701142,171.80725823387291,0.0,1,0,2144,22,udp,ssh,S0,Malicious,Mirai
0.45768097911351807,1041.3164565841269,47165.341184442026,5,16,56204,2323,icmp,http,SH,Benign,None
0.06662277457563502,178.28502525224826,0.0,3,0,17502,53,icmp,-,S0,Malicious,Mirai
0.004241831937932634,1152.6411219022891,32.212797510957216,56,1,11565,53,udp,ssh,REJ,Malicious,DDoS
1.8906886360061455,4895.365946866065,3512.531185045437,16,20,39751,2323,tcp,dhcp,S0,Benign,None
1.1037490078456422,1371.8068579387846,3927.7618069521964,9,12,12077,22,icmp,dns,SF,Benign,None
10.197119656134317,324.1068572082273,1879.368512398723,4,2,32904,443,udp,http,SF,Malicious,PartOfAHorizontalPortScan
0.05077780948546782,147.3319828421691,0.0,1,0,35417,53,udp,http,S0,Malicious,Mirai
12.532984453817505,95.25143766747722,161.20163286311754,3,3,46104,2323,udp,ssh,S0,Malicious,C&C
3.0327669821188596,442.7903935687288,1011.3604129598491,8,3,5968,23,tcp,http,SF,Benign,None
0.007658678178265489,1142.16860770727,40.8944215526012,22,2,25466,53,udp,dhcp,RSTO,Malicious,DDoS
2.3718734215369692,200.9599563556616,476.5157756660392,5,1,61425,443,tcp,http,RSTR,Malicious,PartOfAHorizontalPortScan
0.1449687004908373,144.02724416402964,0.0,3,0,41830,53,udp,dhcp,S0,Malicious,Mirai
2.6274478380362316,72.54377198051193,378.29654292445343,6,3,50172,8080,icmp,dhcp,S0,Malicious,PartOfAHorizontalPortScan
0.08135572295588464,127.41896457565542,0.0,4,0,8994,8080,icmp,ssh,S0,Malicious,Mirai
5.514383892022975,76.92005854859772,58.12781644937825,2,6,9729,80,icmp,ssl,RSTO,Malicious,PartOfAHorizontalPortScan
0.00451078582510899,1318.521029151089,43.29960806444653,18,1,63540,23,icmp,dns,S0,Malicious,DDoS
0.3019089962460417,1056.1286638118552,15598.85546666744,9,15,52944,443,udp,dhcp,RSTO,Benign,None
2.0073946638690727,588.2461583231191,1592.0622206860328,3,14,62166,22,udp,http,S0,Benign,None
1.7184813377363117,1649.5416752195665,231.85787904739303,21,20,2646,22,udp,-,S0,Benign,None
0.6198509820828414,442.93424460315674,10579.395064868959,7,122,28553,22,tcp,ssh,SF,Benign,None
0.004810466429197722,160.35318040938247,0.0,3,0,22196,23,udp,dns,S0,Malicious,Mirai
0.04395484777228535,135.4851237369307,0.0,1,0,25786,2323,tcp,ssh,S0,Malicious,Mirai
6.594526356275214,272.4804488885486,32.48635051662506,3,1,46444,53,udp,dhcp,SH,Malicious,PartOfAHorizontalPortScan
0.39055252896123505,143.3101996930307,872.009776680341,2,6,14374,53,udp,-,SF,Malicious,PartOfAHorizontalPortScan
0.08921608797234643,135.45725648350262,0.0,3,0,7984,22,icmp,dhcp,S0,Malicious,Mirai
0.07806698461517365,145.0496272889699,0.0,4,0,1362,2323,icmp,http,S0,Malicious,Mirai
19.706435301906655,193.84335517461818,309.3436538962601,3,2,47641,2323,tcp,dhcp,SH,Malicious,C&C
1.6784058352918045,372.01845363621135,14468.501859169073,8,25,55261,23,icmp,http,S0,Benign,None
5.251501914847696,365.86143667139555,19.84757824255385,5,2,30890,443,icmp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.015640973333379875,1303.1844539468634,35.14439626963028,25,4,14761,23,icmp,http,RSTO,Malicious,DDoS
9.279795193412731,2081.6244415642036,2303.373216583431,8,7,34063,23,icmp,ssh,S0,Benign,None
6.6890888798683275,97.4961785526747,111.96825472236334,2,1,56643,443,udp,http,RSTO,Malicious,PartOfAHorizontalPortScan
8.799955958224604,158.5899117259648,487.31281746500673,3,25,44025,22,tcp,http,RSTR,Benign,None
11.702679357393123,127.84400889812441,76.75254830207406,3,3,37356,8080,udp,dhcp,REJ,Malicious,C&C
0.07484708790676425,1835.8683301180404,17877.048168059548,9,3,63507,443,udp,http,S0,Benign,None
3.378367107697478,1388.0770998750731,76.2533628300803,1,1,44666,23,udp,ssh,S0,Malicious,C&C
0.18032480468316214,246.3454114036877,121.42381774285356,2,4,41083,2323,tcp,dns,RSTO,Malicious,C&C
1.5211504942748797,2717.5737795555215,3145.8576185128873,48,28,7207,53,icmp,-,S0,Benign,None
0.19010057185416065,158.11235186280757,0.0,3,0,52780,80,udp,ssh,S0,Malicious,Mirai
0.0020976043084623202,1271.5007013801142,60.40205928223662,51,1,3743,53,icmp,ssh,SH,Malicious,DDoS
1.624680226988024,997.4944914786448,883.451257236702,18,24,62823,2323,icmp,dns,RSTO,Benign,None
0.003331578628030685,1010.7454014696036,49.535796292586,72,3,34363,2323,tcp,ssh,SH,Malicious,DDoS
0.1164385883557969,143.40170529733052,0.0,2,0,8515,53,udp,ssl,S0,Malicious,Mirai
1.2832885923291664,609.9957021450339,52376.164071599334,23,69,28107,2323,udp,http,S0,Benign,None
0.582065358109083,2160.9417719591106,2773.7506370803294,28,14,18506,23,tcp,dhcp,REJ,Benign,None
0.7039893706900713,23.411504937414687,84.21142387244328,5,1,12449,22,udp,ssl,SH,Malicious,C&C
1.6545016399140275,13569.042738730233,248.48424466774856,5,8,37468,22,tcp,http,RSTO,Benign,None
2.862784225207454,426.50804195732087,4840.961535618308,26,20,4248,8080,icmp,dhcp,S0,Benign,None
0.5688147618323042,247.9505217777319,4791.69317700088,12,5,56820,22,tcp,dhcp,RSTO,Benign,None
0.00011688586050930903,1182.6965121303083,43.11840309899728,47,2,22828,80,icmp,-,SF,Malicious,DDoS
6.9147326388902455,107.40897962099976,155.64901239247936,2,2,36512,443,tcp,ssh,SH,Malicious,PartOfAHorizontalPortScan
0.45984458552025365,113.3878075501264,136.1642060053652,3,1,44225,8080,tcp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.21027781317610972,211.00694927924266,169.4877577018258,7,5,60638,80,udp,dns,S0,Malicious,PartOfAHorizontalPortScan
0.01529807871164624,1166.458785630581,74.13393915117136,84,3,33999,23,udp,ssl,SH,Malicious,DDoS
0.8956302253583395,800.8296889435896,93.66312380516634,7,4,2584,22,udp,ssh,SF,Malicious,PartOfAHorizontalPortScan
6.818342645370009,123.21656458442612,421.05571973716434,4,1,26682,53,icmp,dhcp,RSTO,Malicious,C&C
0.14987474366858658,3265.1014139577305,2524.75638629324,19,30,9619,22,icmp,ssh,RSTR,Benign,None
0.0004093574204392867,1222.4451818559971,60.470983026121544,45,1,32884,443,udp,ssl,RSTO,Malicious,DDoS
2.7384935067701237,284.9526079120646,30.679903864882828,6,5,20366,80,icmp,dns,RSTO,Malicious,PartOfAHorizontalPortScan
0.9331347189826138,80.6531778698679,5259.826403984518,7,6,51701,23,udp,dns,RSTO,Benign,None
4.494106713425393,103.29191011607674,48.44020280363799,2,4,22951,23,icmp,http,RSTO,Malicious,PartOfAHorizontalPortScan
0.15267544511187414,1184.199018254294,435.07205616064175,21,8,43264,22,tcp,ssh,S0,Benign,None
0.5821162821281443,299.9147394767816,308.310301661962,2,41,16587,22,icmp,ssl,SF,Benign,None
0.007763241137121937,1167.8376863954036,45.48994969870073,35,4,16384,2323,icmp,dhcp,RSTO,Malicious,DDoS
0.760051222113574,608.6457844667183,3022.7963594924177,9,20,59576,2323,tcp,-,REJ,Benign,None
3.7990530026313225,71.32991529228241,246.0235213547726,4,1,24220,8080,icmp,dns,RSTO,Malicious,C&C
9.104354307988228,172.5037378864453,213.78289751261048,10,2,37511,2323,icmp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.025093362000024155,1261.802871098362,51.41036655822564,23,4,43311,22,icmp,http,SH,Malicious,DDoS
1.9144460143622557,106.21788397517386,182.39797617179886,3,2,62049,22,udp,dns,SH,Malicious,PartOfAHorizontalPortScan
0.02316437086285894,1163.5797516512062,57.5287567761397,84,0,2391,8080,udp,ssh,SH,Malicious,DDoS
0.09411773648756741,109.60888902045664,0.0,1,0,39384,80,tcp,http,S0,Malicious,Mirai
0.02955136354524471,3201.5838208969603,501.3326822364527,11,44,13064,53,tcp,ssh,RSTO,Benign,None
0.00025976553942014475,1269.7737128149454,38.432557749480516,57,4,28622,23,udp,dhcp,RSTO,Malicious,DDoS
6.3314237191569545,32.047018346791916,317.0085007572839,4,2,45838,23,icmp,dhcp,SH,Malicious,C&C
3.326412744497058,139.40827694981755,62.1423290367611,2,4,32034,443,icmp,dns,SH,Malicious,PartOfAHorizontalPortScan
2.668331669795511,80.04215133005398,129.76587907547267,3,1,8076,2323,udp,http,RSTR,Malicious,PartOfAHorizontalPortScan
0.0029647096009248414,1255.1037302242537,49.803622010733186,16,0,22699,22,tcp,dns,RSTR,Malicious,DDoS
3.6198381461511664,257.878863776706,558.5080606256564,4,1,39544,22,tcp,dhcp,SH,Malicious,C&C
0.015165192957924487,1247.7553716125647,58.02901618145686,69,1,24408,443,tcp,dns,REJ,Malicious,DDoS
0.9196995746157897,84.73695816926035,279.71658131002545,4,2,12719,22,tcp,dns,RSTR,Malicious,PartOfAHorizontalPortScan
0.002969029176072476,1187.0179300266575,44.529047026128985,34,1,18751,53,icmp,ssh,S0,Malicious,DDoS
2.9510662646293433,174.78791690743265,420.9898969439056,3,1,32031,2323,icmp,dns,SH,Malicious,PartOfAHorizontalPortScan
0.00213029031859964,1304.5735132540342,38.992207171633154,50,3,51980,80,tcp,http,RSTO,Malicious,DDoS
0.010221186451568076,1128.8701375239461,56.312912832601675,76,3,36220,443,tcp,ssl,REJ,Malicious,DDoS
2.254490709542394,31.292674518232012,146.60204265582087,3,4,31161,23,udp,ssl,S0,Malicious,PartOfAHorizontalPortScan
0.010167448370236089,114.07942027033849,0.0,1,0,60470,23,icmp,http,S0,Malicious,Mirai
0.0012763907449773368,1286.531690202038,57.64096078496274,74,0,17693,22,icmp,dhcp,RSTR,Malicious,DDoS
1.8754701166073655,317.93190517950484,3094.180930757881,4,4,19816,22,udp,dns,SF,Benign,None
0.17446055471608968,153.86661333905468,0.0,2,0,38198,8080,tcp,http,S0,Malicious,Mirai
9.533325566641402,134.7911699887106,161.06843850559147,3,4,64157,8080,icmp,dhcp,RSTO,Malicious,C&C
0.0008438132920074947,1170.972545581135,38.12087191357935,11,2,8397,23,icmp,ssl,SH,Malicious,DDoS
3.2634288805457556,104.27002653389641,369.5827305460656,2,2,36322,80,tcp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.002615087996881265,168.6355219481741,0.0,1,0,32846,23,tcp,dns,S0,Malicious,Mirai
1.1578937812530967,1455.7833482996168,906.94078311804,13,4,38971,2323,tcp,dhcp,RSTO,Benign,None
0.4258480371404739,1013.2530264659792,323.6212507021786,15,49,31182,80,icmp,-,REJ,Benign,None
0.15264581716563297,134.60462244238246,0.0,4,0,24315,80,icmp,-,S0,Malicious,Mirai
1.8282441654349264,84.73636952141608,244.57621670297618,9,1,33395,2323,tcp,-,RSTO,Malicious,C&C
0.06570753555993505,145.82079025335938,0.0,3,0,10980,22,icmp,ssh,S0,Malicious,Mirai
3.2825736051908034,85.94912502646238,219.59918655197734,2,2,23764,443,icmp,dns,SH,Malicious,PartOfAHorizontalPortScan
0.13359773125242264,970.3463769147011,1551.9463055696003,17,4,23444,23,tcp,-,S0,Benign,None
0.3251523674358489,3527.0521702913647,817.0023668640699,1,8,27059,22,tcp,dns,SH,Benign,None
0.31085580630223,136.61854522680167,0.0,1,0,50747,22,udp,-,S0,Malicious,Mirai
3.038924085842262,3102.3174862781307,2900.030312899323,28,5,24496,2323,udp,dns,RSTO,Benign,None
6.686259595713725,17.084208174389396,1111.412766370365,3,2,58775,53,tcp,ssh,RSTR,Malicious,C&C
0.9807236572467749,1319.0674727273831,4245.620239198845,8,7,28089,22,tcp,ssl,RSTR,Benign,None
11.458266516983969,490.06198078655615,74.91890035172867,4,2,13528,443,udp,dhcp,RSTO,Malicious,PartOfAHorizontalPortScan
0.6689918294811602,131.97323552390964,54.02278560927968,3,4,5007,23,udp,dns,RSTR,Malicious,C&C
0.5087927757418879,1066.7045684451302,621.9042916587753,2,96,28437,23,udp,http,S0,Benign,None
4.359406162201104,363.86817093541777,399.08332512804,19,17,11760,23,tcp,ssl,REJ,Benign,None
3.0859285392605713,193.62019449563238,242.4935110925409,4,3,64714,8080,tcp,-,SH,Malicious,PartOfAHorizontalPortScan
0.1301759028345342,173.4694771497065,0.0,2,0,65052,22,udp,ssl,S0,Malicious,Mirai
6.598818093235882,1480.9071015300885,435.0378605746311,2,2,19474,2323,udp,ssh,RSTO,Malicious,C&C
0.8721933524456189,115.5301992331774,145.5291651352469,5,1,17856,23,icmp,http,RSTR,Malicious,C&C
0.744821727613934,2343.0552050387564,7156.880220193357,35,32,3183,22,udp,dns,REJ,Benign,None
0.018323563658483845,1282.6994389117317,57.978026730494165,29,2,37775,53,udp,dns,S0,Malicious,DDoS
2.2967788413439005,834.609416908316,99.52051605180147,4,4,2852,8080,icmp,-,S0,Malicious,PartOfAHorizontalPortScan
0.009665039188925853,1316.6548590977006,44.27002195009054,29,0,28790,2323,icmp,-,S0,Malicious,DDoS
4.1218016030144025,1166.1973152338264,496.8887860798192,5,3,64670,23,icmp,-,S0,Malicious,PartOfAHorizontalPortScan
0.006033502607505761,172.31804106730723,0.0,2,0,14452,2323,icmp,dhcp,S0,Malicious,Mirai
1.9889190766618263,77.53538570718779,63.862950937855565,3,3,28410,2323,tcp,ssl,SH,Malicious,C&C
0.005468813099485977,1063.453797780782,62.21033695525353,24,3,58442,2323,udp,-,SF,Malicious,DDoS
0.004497860945489304,1258.2097703468617,51.40886246911204,60,4,62354,443,tcp,http,RSTO,Malicious,DDoS
3.097001065632197,25.319140075523713,9.83446152555521,2,2,27225,23,icmp,-,RSTR,Malicious,PartOfAHorizontalPortScan
1.1484210082822626,1528.392386112085,11501.876562291054,17,18,38075,80,icmp,dns,REJ,Benign,None
0.0007145090750853228,1090.2137641650777,48.99845923520047,16,2,35766,23,tcp,ssl,RSTR,Malicious,DDoS
7.496431991292298,121.06483757671278,145.27561127350813,2,0,33286,8080,udp,dns,SF,Malicious,PartOfAHorizontalPortScan
0.2683641914791203,359.2596536808413,31.107661617750313,3,4,35545,22,icmp,ssl,RSTR,Malicious,PartOfAHorizontalPortScan
4.689197140188667,42.33908170294995,66.12720102697085,3,2,24041,80,icmp,http,RSTR,Malicious,C&C
1.2900305980581885,86.32895110411744,408.3268124626003,1,3,2657,8080,tcp,http,RSTR,Malicious,C&C
0.3625031552436329,4579.4045727770745,1521.4660740962324,56,72,28757,23,udp,http,S0,Benign,None
1.2295589902644601,389.79742148267525,1131.221986410174,4,8,31597,23,udp,ssl,REJ,Benign,None
0.020446801801024365,1104.6671391741288,47.08188731084456,67,3,40985,80,tcp,dhcp,RSTO,Malicious,DDoS
4.798637099307362,229.7080583867741,2273.9646516350826,181,17,24152,53,tcp,dhcp,REJ,Benign,None
1.1393137155670654,69.97996241831997,23.7891965608027,4,3,8263,2323,tcp,ssh,REJ,Malicious,C&C
2.9674409013555865,583.1368858828245,43.43213398118221,4,1,1306,443,udp,dns,S0,Malicious,C&C
0.4513326326293516,4014.848873742722,711.4578188672734,12,96,60149,53,udp,http,RSTO,Benign,None
0.005408742270293948,1093.2467085745727,39.376064718531204,68,2,9028,80,icmp,dhcp,SF,Malicious,DDoS
0.47081931591626536,1682.9560793504463,4628.975894228572,7,4,45541,443,tcp,ssl,S0,Benign,None
3.4478678119179254,399.7509429859008,123.62065608472535,5,45,13787,8080,tcp,ssh,S0,Benign,None
0.21213815219617682,1071.8398509511835,1276.7497061861827,5,7,6457,53,tcp,ssl,S0,Benign,None
0.016409073259009224,997.0326132260418,45.229976200870404,42,3,28540,443,udp,http,RSTR,Malicious,DDoS
0.010650297759857649,1266.645031671339,47.7574484124243,67,0,64302,8080,icmp,dhcp,SF,Malicious,DDoS
0.05247662489098438,138.11646502540086,0.0,4,0,49805,23,icmp,http,S0,Malicious,Mirai
5.467898419608366,223.59103731842924,116.59919213562529,4,7,53850,443,tcp,ssh,RSTO,Malicious,C&C
3.955434494928822,191.12674880478087,139.28942130082743,3,1,9496,8080,udp,ssl,RSTR,Malicious,PartOfAHorizontalPortScan
18.01834101210615,254.89946753976164,359.5132577424506,5,7,14971,2323,udp,http,REJ,Malicious,C&C
1.2323371455939713,27.107084799980544,251.7163943906039,4,1,33832,23,icmp,ssl,SH,Malicious,C&C
1.7989732801526803,987.8696753062485,2314.0798516433238,8,39,51524,23,udp,http,RSTR,Benign,None
1.4898907101040613,357.65804204164624,2527.77166031485,3,8,17813,22,tcp,-,RSTR,Benign,None
0.0027106551971661274,1103.4502014170944,50.30161572535125,31,3,50092,53,tcp,-,REJ,Malicious,DDoS
3.5287924442783862,79.6267935234166,180.2973541219574,2,1,22283,8080,udp,ssh,SF,Malicious,PartOfAHorizontalPortScan
7.117997798463182,879.8974556325086,134.0506763729714,12,4,57068,23,icmp,ssl,S0,Benign,None
3.8501611642755864,675.2162179716296,9539.231504794763,1,3,18111,8080,tcp,-,SH,Benign,None
8.48266943184752,347.136042491825,83.4886162391337,5,2,50358,80,udp,http,SF,Malicious,PartOfAHorizontalPortScan
1.197846158771601,4820.187253393937,1028.6212251280665,11,27,43116,23,icmp,dhcp,REJ,Benign,None
0.17214778108650663,152.8973532931511,0.0,2,0,47761,443,tcp,dns,S0,Malicious,Mirai
0.00968245972363301,137.70454269686164,0.0,3,0,11675,23,icmp,ssl,S0,Malicious,Mirai
0.02842594305527841,1322.6405143870384,61.57096385463959,75,2,11082,22,udp,ssh,SF,Malicious,DDoS
0.2460028707284736,811.386704428083,1851.9262839053001,28,27,35420,8080,udp,ssh,SH,Benign,None
2.741203428218688,130.51164918458673,22.604544146646123,3,2,10452,8080,udp,http,SF,Malicious,PartOfAHorizontalPortScan
9.341184497486841,77.77131723659087,875.9516476001515,2,4,37812,8080,tcp,http,SH,Malicious,C&C
0.019488508322579454,1186.5691258529453,58.10808273159782,84,1,50170,80,udp,ssh,REJ,Malicious,DDoS
1.126096027195722,418.04778550816144,1563.6295721671136,8,11,3035,53,tcp,dns,RSTO,Benign,None
1.8641486276414165,389.4952355820417,746.6397627855964,2,2,61643,8080,icmp,dhcp,REJ,Malicious,C&C
0.0066473408226892065,1200.5492550243393,45.24294736268803,84,4,25347,443,tcp,-,S0,Malicious,DDoS
0.3487661477022617,180.5880694594385,1750.2590312656248,7,16,28758,8080,udp,ssh,REJ,Benign,None
0.0034024696489861166,1189.269785599577,54.477169258102776,31,3,28740,22,tcp,http,RSTR,Malicious,DDoS
0.02835671193861904,141.33480233024912,0.0,2,0,51615,22,udp,-,S0,Malicious,Mirai
2.2626056262587366,3040.9479747725604,7726.117149796237,5,4,31678,22,tcp,-,SH,Benign,None
2.56897347427876,175.2591342655892,446.28583616381894,8,1,50004,23,udp,ssh,RSTO,Malicious,C&C
0.2401904017398643,159.93398446473043,0.0,3,0,27445,22,udp,ssh,S0,Malicious,Mirai
3.9850161358640075,174.4011184600209,100.00322516078833,3,2,14917,80,tcp,dhcp,REJ,Malicious,PartOfAHorizontalPortScan
1.6828460953003797,281.40286666883236,71.8608077363461,4,0,3832,53,udp,dns,RSTO,Malicious,PartOfAHorizontalPortScan
